playerName,avgDriveDist,drivePct,avgPuttsPerRound,onePuttPct,driveSG,puttsSG,avgScore,tournament,courseYards
Brian Harman,283.6,75,27,47.22,0.648,0.117,70.401,Memorial Tournament,7533
Matt Kuchar,282.8,71.43,26,54.17,-0.504,0.861,71.651,Memorial Tournament,7533
Adam Svensson,281.1,76.79,26,47.22,0.265,0.282,71.651,Memorial Tournament,7533
Kramer Hickok,279.5,71.43,28.25,41.67,0.047,-0.945,72.901,Memorial Tournament,7533
Pat Perez,278.8,67.86,29,36.11,-0.444,0.301,70.651,Memorial Tournament,7533
Joel Dahmen,277.8,73.21,26.75,48.61,0.426,0.258,71.151,Memorial Tournament,7533
Brandt Snedeker,274.6,71.43,26.75,47.22,-0.922,1.119,72.651,Memorial Tournament,7533
David Lingmerth,266.8,85.71,28.5,41.67,-0.236,0.088,71.901,Memorial Tournament,7533
Ryan Moore,262.8,83.93,28.5,43.06,-0.776,-0.729,74.651,Memorial Tournament,7533
Brandon Hagy,342.4,50,29.5,41.67,-0.332,-0.629,71.834,John Deere Classic,7289
Chris Gotterup,335.1,60.71,29.25,31.94,0.944,-0.374,68.084,John Deere Classic,7289
Seth Reeves,333.6,64.29,28.75,37.5,0.187,-1.094,72.084,John Deere Classic,7289
Callum Tarren,330.4,55.36,28.75,44.44,0.665,1.075,68.334,John Deere Classic,7289
Cam Davis,330,66.07,29.75,36.11,1.174,0.348,68.584,John Deere Classic,7289
Curtis Thompson,329.6,60.71,28.5,40.28,0.247,1.359,70.584,John Deere Classic,7289
Derek Ernst,326.6,66.07,29,36.11,1.025,-0.097,70.584,John Deere Classic,7289
Emiliano Grillo,322.8,73.21,30.25,31.94,1.086,1.034,67.834,John Deere Classic,7289
Brandon Wu,322.5,66.07,30,38.89,0.609,1.206,69.834,John Deere Classic,7289
Chris Naegel,320.3,69.64,29.75,29.17,0.857,-0.561,69.334,John Deere Classic,7289
Nick Hardy,316.8,62.5,29,45.83,0.934,-0.161,69.834,John Deere Classic,7289
Patton Kizzire,313.9,64.29,28,44.44,0.062,0.752,69.334,John Deere Classic,7289
Hayden Buckley,311.3,71.43,31.25,29.17,0.815,-0.311,69.834,John Deere Classic,7289
S.Y. Noh,311.3,51.79,30,36.11,-0.9,0.971,70.334,John Deere Classic,7289
Peter Malnati,310.6,60.71,27.75,44.44,-0.367,0.445,69.834,John Deere Classic,7289
Hank Lebioda,310.4,73.21,28.75,43.06,0.243,0.96,70.334,John Deere Classic,7289
Greyson Sigg,310.4,67.86,29.5,37.5,0.17,-0.137,69.334,John Deere Classic,7289
Martin Laird,310,69.64,30,36.11,0.569,0.172,69.834,John Deere Classic,7289
Charles Howell III,309.4,58.93,29.75,33.33,0.081,0.176,69.084,John Deere Classic,7289
Maverick McNealy,308.8,75,27.25,48.61,1.102,1.472,68.584,John Deere Classic,7289
Anirban Lahiri,308.5,62.5,28.25,43.06,0.716,-0.039,70.584,John Deere Classic,7289
Christiaan Bezuidenhout,307.9,73.21,28.75,37.5,0.656,2.106,67.834,John Deere Classic,7289
Patrick Rodgers,307.6,46.43,28,44.44,-0.822,1.684,69.834,John Deere Classic,7289
Matthias Schwab,307.5,66.07,28.75,43.06,0.34,1.022,69.334,John Deere Classic,7289
Preston Stanley,307,62.5,29.75,33.33,0.427,-0.494,70.584,John Deere Classic,7289
Patrick Flavin,305.5,64.29,26,48.61,0.149,2.342,68.834,John Deere Classic,7289
Vince Whaley,305,55.36,27.5,47.22,-0.038,0.537,70.334,John Deere Classic,7289
Lee Hodges,304.8,66.07,30,31.94,0.244,-0.178,70.334,John Deere Classic,7289
Chesson Hadley,304.6,66.07,29.25,37.5,0.347,0.177,68.834,John Deere Classic,7289
Fabián Gómez,303.9,78.57,31.25,27.78,0.527,-0.611,70.334,John Deere Classic,7289
Kelly Kraft,303.6,76.79,28.25,43.06,0.705,1.041,69.584,John Deere Classic,7289
David Lipsky,303.6,75,29.25,38.89,0.896,0.445,69.584,John Deere Classic,7289
Scott Stallings,303.1,73.21,28.5,43.06,1.006,0.749,68.084,John Deere Classic,7289
Mark Hubbard,302.8,69.64,28.5,43.06,0.065,0.747,69.084,John Deere Classic,7289
C.T. Pan,302.6,76.79,28.5,45.83,0.419,0.74,69.584,John Deere Classic,7289
Adam Long,302.1,64.29,28,48.61,0.283,0.633,69.084,John Deere Classic,7289
Michael Gligic,301.8,73.21,29.5,40.28,1.042,0.807,68.834,John Deere Classic,7289
Rory Sabbatini,300.9,64.29,29,40.28,0.141,0.337,71.834,John Deere Classic,7289
Aaron Baddeley,299.8,58.93,28.75,40.28,-0.571,-0.283,70.584,John Deere Classic,7289
Tommy Gainey,299.5,60.71,27.5,47.22,-0.08,0.528,70.584,John Deere Classic,7289
James Hahn,299,60.71,29.5,40.28,0.538,0.169,72.334,John Deere Classic,7289
Zach Johnson,298.6,80.36,30.75,29.17,-0.15,-0.576,71.084,John Deere Classic,7289
Alex Smalley,298,64.29,28.5,41.67,0.45,-0.218,69.334,John Deere Classic,7289
Ryan Moore,297.9,69.64,27.25,51.39,-0.201,1.588,69.584,John Deere Classic,7289
Dylan Wu,297.8,51.79,30.5,29.17,-0.19,-1.003,70.334,John Deere Classic,7289
Kevin Streelman,297,60.71,29,27.78,0.195,-0.65,70.084,John Deere Classic,7289
Denny McCarthy,295.5,78.57,28.75,43.06,0.422,0.631,68.334,John Deere Classic,7289
J.T. Poston,294.9,73.21,28.5,40.28,0.69,0.564,67.084,John Deere Classic,7289
Satoshi Kodaira,294.5,80.36,28.5,44.44,0.102,0.642,69.834,John Deere Classic,7289
Martin Trainer,294.5,58.93,31,31.94,-0.141,-1.206,71.834,John Deere Classic,7289
Morgan Hoffmann,293.4,78.57,29.5,33.33,0.499,-0.33,70.584,John Deere Classic,7289
Sam Ryder,293,51.79,29.5,40.28,-1.181,0.167,71.084,John Deere Classic,7289
Stephan Jaeger,291.9,73.21,30.5,27.78,0.797,-1.523,69.834,John Deere Classic,7289
Kramer Hickok,291.4,64.29,29.25,37.5,-0.005,-1.128,71.584,John Deere Classic,7289
Taylor Moore,291.3,67.86,27.5,43.06,0.388,0.82,69.584,John Deere Classic,7289
Vaughn Taylor,291.3,73.21,28.5,43.06,0.135,1.041,69.834,John Deere Classic,7289
Justin Lower,290.9,62.5,27.75,47.22,-0.38,1.476,70.584,John Deere Classic,7289
Bo Hoag,290.3,60.71,26.25,50,-0.155,1.493,69.334,John Deere Classic,7289
Andrew Novak,289.8,67.86,27,50,0.261,1.166,69.834,John Deere Classic,7289
Austin Cook,288.4,71.43,28.75,43.06,-0.037,0.496,69.334,John Deere Classic,7289
Sahith Theegala,288,53.57,28.25,40.28,0.436,-0.787,69.334,John Deere Classic,7289
Ricky Barnes,287,53.57,28.75,43.06,-1.337,0.206,72.584,John Deere Classic,7289
Dylan Frittelli,286.9,55.36,27.25,44.44,-0.286,1.304,69.834,John Deere Classic,7289
Michael Thompson,286.5,73.21,30.25,37.5,0.094,-1.307,70.834,John Deere Classic,7289
Andrew Putnam,285.9,82.14,29.5,31.94,0.246,0.484,70.084,John Deere Classic,7289
Brendon Todd,285.9,80.36,28,45.83,0.203,1.484,70.334,John Deere Classic,7289
Jonathan Byrd,282.1,62.5,29.75,34.72,-0.837,1.256,70.334,John Deere Classic,7289
Adam Svensson,280.1,69.64,27.75,47.22,-0.688,2.336,69.584,John Deere Classic,7289
Omar Uresti,276.4,71.43,28.25,43.06,-0.985,-0.553,72.334,John Deere Classic,7289
Rory McIlroy,316.8,51.92,25.5,55.56,1.055,1.482,64.966,RBC Canadian Open,7014
Keith Mitchell,316.4,67.31,27.75,44.44,1.256,0.983,67.216,RBC Canadian Open,7014
Nick Hardy,316.3,71.15,29.5,36.11,1.098,0.15,68.966,RBC Canadian Open,7014
Wyndham Clark,314.9,65.38,26.5,50,0.111,2.735,67.216,RBC Canadian Open,7014
Justin Thomas,313.3,67.31,28.75,40.28,1.275,0.751,65.966,RBC Canadian Open,7014
Trey Mullinax,312.9,36.54,29.75,34.72,-0.853,0.391,71.216,RBC Canadian Open,7014
Alex Smalley,312.8,71.15,29.5,30.56,0.935,-1.039,68.216,RBC Canadian Open,7014
Dawie van der Walt,312.4,61.54,31,36.11,-0.202,-0.841,71.716,RBC Canadian Open,7014
Tony Finau,312,63.46,26.5,47.22,1.24,1.593,65.466,RBC Canadian Open,7014
Emiliano Grillo,311.6,71.15,30,34.72,1.005,-0.626,68.716,RBC Canadian Open,7014
Charley Hoffman,311.5,57.69,27.75,43.06,0.967,0.926,68.966,RBC Canadian Open,7014
Paul Barjon,311.1,69.23,30,36.11,0.943,0.219,69.466,RBC Canadian Open,7014
Matt Fitzpatrick,310.3,65.38,28.25,45.83,1.268,1.256,67.466,RBC Canadian Open,7014
Brandon Hagy,309.4,48.08,28,41.67,-0.451,0.239,70.966,RBC Canadian Open,7014
Scottie Scheffler,308.6,65.38,29.5,33.33,0.605,-0.136,67.966,RBC Canadian Open,7014
Jhonattan Vegas,308.3,57.69,31.75,29.17,0.344,-1.376,69.966,RBC Canadian Open,7014
Justin Rose,307.9,69.23,26.75,45.83,0.988,2.179,66.216,RBC Canadian Open,7014
Chris Kirk,307.3,73.08,29,43.06,0.992,0.513,67.216,RBC Canadian Open,7014
Austin Smotherman,306.8,59.62,28,47.22,0.802,0.531,69.216,RBC Canadian Open,7014
Adam Hadwin,306.6,69.23,30,30.56,0.614,-0.456,68.966,RBC Canadian Open,7014
Vince Whaley,306.1,61.54,29.25,40.28,1.036,0.005,68.966,RBC Canadian Open,7014
Sebastián Muñoz,306,71.15,29,38.89,0.641,0.309,68.466,RBC Canadian Open,7014
Aaron Rai,305.9,78.85,31,29.17,0.699,-0.404,67.716,RBC Canadian Open,7014
Patrick Rodgers,304.8,61.54,27.75,44.44,0.428,1.73,67.966,RBC Canadian Open,7014
Andrew Novak,304.5,42.31,28.75,37.5,-0.641,-0.769,70.966,RBC Canadian Open,7014
Sahith Theegala,303.5,53.85,30,36.11,0.383,0.097,69.966,RBC Canadian Open,7014
Brett Drewitt,303,69.23,28.75,37.5,0.163,-0.574,69.966,RBC Canadian Open,7014
Harold Varner III,302.5,59.62,28.75,40.28,0.743,-0.344,67.716,RBC Canadian Open,7014
Matt Wallace,302.5,65.38,27.75,43.06,-0.279,0.316,68.966,RBC Canadian Open,7014
Danny Lee,302.4,65.38,29,38.89,0.624,0.34,67.466,RBC Canadian Open,7014
Robert Streb,301.9,55.77,29.5,36.11,0.199,0.707,69.966,RBC Canadian Open,7014
Carlos Ortiz,301.8,71.15,30.25,31.94,0.579,-0.765,69.466,RBC Canadian Open,7014
Sam Burns,300.9,57.69,29.75,31.94,-0.113,0.923,66.216,RBC Canadian Open,7014
Kramer Hickok,300.9,65.38,29.75,40.28,0.409,-0.915,70.466,RBC Canadian Open,7014
Shane Lowry,300.9,73.08,30,37.5,0.89,-0.433,67.466,RBC Canadian Open,7014
Jim Knous,300.8,75,28,38.89,0.534,0.861,68.466,RBC Canadian Open,7014
Aaron Cockerill,300.6,59.62,29.25,38.89,-0.238,1.136,69.716,RBC Canadian Open,7014
Mackenzie Hughes,300.4,57.69,28.25,40.28,0.238,0.202,68.716,RBC Canadian Open,7014
Dylan Frittelli,299.5,46.15,30,34.72,-0.685,0.099,70.466,RBC Canadian Open,7014
Jonas Blixt,298.8,71.15,26.75,44.44,0.438,0.821,68.716,RBC Canadian Open,7014
Corey Conners,297.8,76.92,28.75,38.89,0.81,1.174,66.716,RBC Canadian Open,7014
Kelly Kraft,297.8,67.31,26.25,50,0.407,0.654,67.716,RBC Canadian Open,7014
David Skinns,297.8,38.46,28,38.89,-1.174,0.616,70.966,RBC Canadian Open,7014
Danny Willett,297.5,51.92,28.25,44.44,0.133,1.377,68.716,RBC Canadian Open,7014
Chase Seiffert,297.4,73.08,30.5,34.72,0.761,-0.849,68.716,RBC Canadian Open,7014
Cameron Smith,297.3,48.08,29,36.11,-0.577,-0.235,69.716,RBC Canadian Open,7014
Ben Martin,296.9,59.62,28.5,41.67,0.382,-0.501,69.966,RBC Canadian Open,7014
Lee Hodges,296.8,67.31,31.25,29.17,-1.132,-0.111,69.716,RBC Canadian Open,7014
Sean O'Hair,295.6,65.38,29.75,36.11,0.239,-0.428,70.966,RBC Canadian Open,7014
Doug Ghim,294.4,71.15,28,44.44,0.343,0.413,67.966,RBC Canadian Open,7014
Hank Lebioda,294.3,65.38,28.5,38.89,-0.175,0.178,68.716,RBC Canadian Open,7014
Scott Piercy,294.1,69.23,27.75,37.5,0.669,0.217,68.216,RBC Canadian Open,7014
Adam Svensson,294.1,69.23,28.75,38.89,0.531,0.162,68.216,RBC Canadian Open,7014
S.Y. Noh,293.1,48.08,27.75,40.28,-0.835,1.353,68.966,RBC Canadian Open,7014
Nick Taylor,292.8,67.31,28.25,45.83,0.298,0.605,68.716,RBC Canadian Open,7014
John Huh,291.8,67.31,30,38.89,0.478,-0.731,68.466,RBC Canadian Open,7014
Mark Hubbard,291.4,67.31,29.5,36.11,0.074,0.688,69.216,RBC Canadian Open,7014
Austin Cook,291.3,71.15,27.25,47.22,-0.269,2.393,67.716,RBC Canadian Open,7014
Cameron Percy,291,57.69,30.25,38.89,0.17,-1.016,70.216,RBC Canadian Open,7014
Rafa Cabrera Bello,289.4,71.15,28.75,43.06,0.577,-0.328,70.966,RBC Canadian Open,7014
Brandt Snedeker,286.6,73.08,30,33.33,-0.295,0.306,69.716,RBC Canadian Open,7014
Justin Lower,285.8,55.77,28.5,41.67,-0.645,0.799,68.966,RBC Canadian Open,7014
Ryan Moore,285.8,75,28.75,40.28,0.135,-0.239,68.966,RBC Canadian Open,7014
Adam Long,285.5,73.08,30.75,29.17,0.483,0.488,68.216,RBC Canadian Open,7014
Ryan Armour,284.1,63.46,28.25,40.28,-0.345,0.273,68.966,RBC Canadian Open,7014
Bo Van Pelt,284,57.69,27.5,51.39,-0.838,1.577,69.966,RBC Canadian Open,7014
Ben Crane,282.9,57.69,27.75,43.06,-0.446,1.017,70.716,RBC Canadian Open,7014
Brendon Todd,281.1,67.31,28.25,45.83,-0.585,1.415,67.716,RBC Canadian Open,7014
Vaughn Taylor,279.9,69.23,28.5,38.89,-0.682,0,69.716,RBC Canadian Open,7014
J.J. Henry,279.6,55.77,27.25,45.83,-1.355,1.465,70.216,RBC Canadian Open,7014
Rory McIlroy,347.5,62.5,29,43.06,1.401,0.238,67.172,PGA Championship,7556
Adri Arnaus,338.6,62.5,30.5,34.72,1.213,-0.653,68.422,PGA Championship,7556
Harold Varner III,338.6,58.93,29,37.5,-0.092,-1.278,69.172,PGA Championship,7556
Jon Rahm,337.8,75,30.5,31.94,1.833,-0.039,69.172,PGA Championship,7556
Sepp Straka,336.9,57.14,30.75,31.94,-0.244,-0.746,72.172,PGA Championship,7556
Cameron Young,336.3,71.43,28,45.83,1.756,0.724,66.672,PGA Championship,7556
Lucas Herbert,335.9,53.57,27.5,44.44,0.146,2.188,67.672,PGA Championship,7556
Charl Schwartzel,335.6,58.93,28.5,43.06,-0.308,0.763,69.922,PGA Championship,7556
Joaquin Niemann,335.5,58.93,28.5,38.89,0.838,0.515,68.172,PGA Championship,7556
Keegan Bradley,333.6,64.29,29.25,31.94,0.74,-0.356,69.172,PGA Championship,7556
Luke List,333.4,71.43,28.75,45.83,1.789,0.739,68.922,PGA Championship,7556
Keith Mitchell,333.4,78.57,29.75,40.28,1.518,0.426,68.672,PGA Championship,7556
Webb Simpson,331.1,69.64,28.25,40.28,0.545,0.511,67.922,PGA Championship,7556
Bernd Wiesberger,330.8,62.5,29.25,43.06,0.266,-0.155,68.422,PGA Championship,7556
Maverick McNealy,330.6,53.57,29.25,37.5,-0.649,0.719,71.422,PGA Championship,7556
Will Zalatoris,330.4,51.79,29,41.67,0.502,1.161,66.422,PGA Championship,7556
Matt Fitzpatrick,330.3,62.5,27.5,44.44,0.483,1.246,66.922,PGA Championship,7556
Ryan Fox,330.1,46.43,30.5,34.72,0.03,-0.167,69.422,PGA Championship,7556
Shane Lowry,330,73.21,29,41.67,0.804,0.743,68.172,PGA Championship,7556
Stewart Cink,329.4,73.21,29.75,36.11,1.261,0.283,68.172,PGA Championship,7556
Bubba Watson,329.3,66.07,29,41.67,0.387,-0.339,68.422,PGA Championship,7556
Aaron Wise,329.3,57.14,28.5,44.44,-0.021,1.219,68.172,PGA Championship,7556
Tony Finau,327.8,66.07,28.75,37.5,0.314,0.171,68.422,PGA Championship,7556
Sam Burns,327.6,53.57,29,40.28,0.3,1.277,67.922,PGA Championship,7556
Max Homa,327.6,60.71,28.75,44.44,0.188,0.478,67.672,PGA Championship,7556
Justin Thomas,327.4,60.71,28.75,40.28,0.659,1.578,66.422,PGA Championship,7556
Seamus Power,327.1,58.93,28.25,44.44,0.408,0.378,67.422,PGA Championship,7556
Jason Day,327,60.71,27.75,45.83,0.13,0.595,69.672,PGA Championship,7556
Jason Kokrak,327,67.86,28.5,36.11,0.488,0.239,69.922,PGA Championship,7556
K.H. Lee,325.8,71.43,29.25,43.06,0.475,0.62,68.922,PGA Championship,7556
Collin Morikawa,324.9,69.64,29.5,34.72,0.369,-0.615,69.672,PGA Championship,7556
Talor Gooch,323.9,73.21,28,40.28,0.488,0.069,67.922,PGA Championship,7556
Mito Pereira,323.8,75,28.25,45.83,0.22,1.37,66.672,PGA Championship,7556
Viktor Hovland,323.6,64.29,30.75,31.94,0.365,-0.048,68.922,PGA Championship,7556
Brooks Koepka,322.4,48.21,28.5,44.44,-0.246,1.323,69.672,PGA Championship,7556
Tommy Fleetwood,321.9,62.5,29,40.28,0.331,0.911,66.922,PGA Championship,7556
Rickie Fowler,321.9,66.07,28.25,37.5,0.476,-0.457,68.172,PGA Championship,7556
Gary Woodland,321.9,60.71,28.5,41.67,0.342,0.87,68.672,PGA Championship,7556
Patton Kizzire,321.6,53.57,26.5,56.94,-1.061,0.699,71.422,PGA Championship,7556
Cameron Smith,321.5,66.07,29,40.28,0.701,-0.945,67.672,PGA Championship,7556
Billy Horschel,320,71.43,29,44.44,-0.418,0.01,70.172,PGA Championship,7556
Sebastián Muñoz,319.5,58.93,29.75,36.11,-0.16,-0.666,69.672,PGA Championship,7556
Adam Schenk,318.8,57.14,29,37.5,-0.334,1.146,68.922,PGA Championship,7556
Marc Leishman,318,60.71,27.5,48.61,0.698,0.873,68.672,PGA Championship,7556
Chris Kirk,317.6,73.21,28.25,38.89,0.426,0.389,66.922,PGA Championship,7556
Shaun Norris,317.3,64.29,30.25,31.94,-0.3,-0.243,70.672,PGA Championship,7556
Laurie Canter,317,57.14,28.5,38.89,0.046,0.649,69.172,PGA Championship,7556
Davis Riley,316.5,76.79,29,37.5,1.262,-0.077,67.672,PGA Championship,7556
Xander Schauffele,315.6,71.43,30.25,36.11,0.827,0.356,67.672,PGA Championship,7556
Lanto Griffin,315.5,55.36,29.5,40.28,-0.358,1.18,69.922,PGA Championship,7556
Cameron Tringale,314.6,66.07,27.75,47.22,0.386,0.921,68.922,PGA Championship,7556
Beau Hossler,314.3,58.93,28.25,43.06,0.157,0.962,70.422,PGA Championship,7556
Adam Hadwin,313.6,57.14,28.25,41.67,-0.976,-0.016,70.672,PGA Championship,7556
Abraham Ancer,313.5,75,29.25,38.89,0.682,0.966,67.422,PGA Championship,7556
Hideki Matsuyama,313.4,58.93,29.25,37.5,0.179,-0.037,69.922,PGA Championship,7556
Rikuya Hoshino,312.4,58.93,28.25,43.06,-0.327,0.894,69.922,PGA Championship,7556
Kramer Hickok,312.3,76.79,30.75,29.17,0.154,0.004,70.422,PGA Championship,7556
Justin Rose,311.8,62.5,28.75,37.5,-0.215,1.055,67.672,PGA Championship,7556
Lucas Glover,311.1,76.79,29.5,31.94,0.207,-0.286,68.172,PGA Championship,7556
Brendan Steele,310.8,60.71,30.25,34.72,0.496,-0.061,67.422,PGA Championship,7556
Jordan Spieth,310.4,62.5,30.5,34.72,0.585,-0.812,68.672,PGA Championship,7556
Cam Davis,310,51.79,27.25,40.28,-0.239,0.429,69.172,PGA Championship,7556
Russell Henley,309.5,69.64,29.5,37.5,-0.331,-0.168,69.922,PGA Championship,7556
Thomas Pieters,309.4,55.36,29.75,37.5,-0.188,-0.205,70.672,PGA Championship,7556
Robert MacIntyre,307.8,60.71,30.75,31.94,-0.365,-0.922,71.922,PGA Championship,7556
Si Woo Kim,306.6,71.43,29.75,36.11,-0.7,-1.416,69.922,PGA Championship,7556
Denny McCarthy,306.3,66.07,28.25,41.67,-0.731,1.281,69.172,PGA Championship,7556
Tom Hoge,306.1,57.14,27.25,51.39,-0.837,1.154,67.422,PGA Championship,7556
Patrick Reed,305.3,66.07,28.5,43.06,-0.681,0.073,68.672,PGA Championship,7556
Francesco Molinari,303.1,55.36,28.25,40.28,-0.838,-0.086,69.672,PGA Championship,7556
Louis Oosthuizen,302.4,62.5,28,43.06,-0.065,-0.1,69.922,PGA Championship,7556
Kevin Na,302.3,55.36,27.75,43.06,-0.978,0.874,68.172,PGA Championship,7556
Tyrrell Hatton,301.8,62.5,27.75,43.06,0.142,0.877,67.672,PGA Championship,7556
Justin Harding,300.6,58.93,30,33.33,-0.711,0.042,70.672,PGA Championship,7556
Brian Harman,299.8,64.29,27.75,38.89,-0.53,0.038,68.672,PGA Championship,7556
Troy Merritt,299.4,62.5,28.25,37.5,-0.24,0.016,68.922,PGA Championship,7556
Kevin Streelman,299.1,73.21,28.5,40.28,0.258,0.608,68.922,PGA Championship,7556
Matt Kuchar,296.3,69.64,28,40.28,0.013,0.006,68.672,PGA Championship,7556
Chris Gotterup,328.5,66.07,28.5,43.06,0.599,0.75,68.903,Travelers Championship,6852
Joseph Bramlett,323.8,48.21,31.5,25,0.186,-1.999,70.153,Travelers Championship,6852
Wyndham Clark,317,67.86,30.25,36.11,0.777,0.379,68.903,Travelers Championship,6852
Rory McIlroy,316.1,60.71,28.5,40.28,0.363,0.553,68.403,Travelers Championship,6852
Keith Mitchell,310.8,57.14,27,47.22,0.67,1.431,67.653,Travelers Championship,6852
Michael Thorbjornsen,310.4,67.86,27.25,50,1.139,2.399,66.903,Travelers Championship,6852
Cam Davis,310.1,69.64,30.5,38.89,0.899,-0.31,70.153,Travelers Championship,6852
Harry Higgs,308.4,48.21,29.5,34.72,-0.806,-0.67,71.903,Travelers Championship,6852
Nick Hardy,308.1,71.43,28.5,43.06,0.625,0.964,67.903,Travelers Championship,6852
Jonas Blixt,307.3,71.43,28,45.83,0.586,2.171,70.153,Travelers Championship,6852
Charles Howell III,306.6,64.29,30,33.33,1.229,0.095,68.903,Travelers Championship,6852
Luke List,306.6,66.07,30.25,34.72,0.904,-1.958,68.403,Travelers Championship,6852
Kevin Tway,306.1,50,29.25,31.94,-0.639,-0.5,70.903,Travelers Championship,6852
Matthew Wolff,305.6,55.36,27.5,43.06,-0.477,0.892,69.153,Travelers Championship,6852
Michael Gligic,305,58.93,28,38.89,-0.193,1.478,69.153,Travelers Championship,6852
Tony Finau,303.9,60.71,29,37.5,0.356,-0.166,68.153,Travelers Championship,6852
Davis Riley,303.6,71.43,31,30.56,1.481,-1.995,70.653,Travelers Championship,6852
Patrick Cantlay,302.5,60.71,30,37.5,0.34,0.763,68.153,Travelers Championship,6852
Mackenzie Hughes,301.5,75,27.75,45.83,-0.274,1.151,68.653,Travelers Championship,6852
Brendan Steele,301.4,76.79,32.25,26.39,1.41,-1.539,68.653,Travelers Championship,6852
Scott Stallings,300.6,64.29,27,50,0.136,0.368,67.903,Travelers Championship,6852
Paul Barjon,298.9,75,29,41.67,1.165,0.183,69.903,Travelers Championship,6852
Sahith Theegala,297.9,62.5,28,44.44,0.709,1.047,66.403,Travelers Championship,6852
Stewart Cink,297.3,64.29,29.5,34.72,0.03,-0.428,69.903,Travelers Championship,6852
Bill Haas,297.1,58.93,30.25,36.11,-0.474,0.492,68.653,Travelers Championship,6852
Andrew Novak,296.9,71.43,29.75,37.5,1.161,-0.532,69.653,Travelers Championship,6852
Keegan Bradley,296.6,64.29,30.5,33.33,-0.129,0.177,68.403,Travelers Championship,6852
Lucas Glover,296.6,69.64,31.5,29.17,-0.342,-0.938,71.903,Travelers Championship,6852
Brian Harman,296.4,80.36,29.5,34.72,0.937,-0.483,67.903,Travelers Championship,6852
Matthias Schwab,296.1,42.86,31.25,31.94,-0.787,0.07,69.903,Travelers Championship,6852
Xander Schauffele,295.9,75,29,40.28,0.75,1.985,65.903,Travelers Championship,6852
Robert Streb,295.6,64.29,30,33.33,0.34,-0.065,68.903,Travelers Championship,6852
Lee Hodges,295.3,67.86,29.25,31.94,0.478,1.082,68.653,Travelers Championship,6852
Scottie Scheffler,294.6,64.29,30.25,31.94,1.082,-0.248,68.153,Travelers Championship,6852
Harold Varner III,294.3,60.71,29.75,36.11,-0.323,-0.201,69.403,Travelers Championship,6852
Webb Simpson,294,76.79,29.5,38.89,0.839,0.434,68.153,Travelers Championship,6852
Patton Kizzire,293,62.5,29.75,36.11,-0.523,0.01,70.653,Travelers Championship,6852
Hank Lebioda,293,66.07,31,29.17,-0.185,-0.83,70.153,Travelers Championship,6852
Kelly Kraft,291.9,76.79,29.5,34.72,0.794,0.251,70.153,Travelers Championship,6852
Taylor Moore,291.1,64.29,29.25,34.72,0.47,0.476,70.153,Travelers Championship,6852
Peter Malnati,290.8,66.07,29.25,34.72,-0.007,-0.357,70.653,Travelers Championship,6852
John Huh,289.5,67.86,28.75,41.67,0.412,0.639,68.153,Travelers Championship,6852
K.H. Lee,289.4,60.71,27.75,43.06,-0.031,1.756,68.403,Travelers Championship,6852
Ben Silverman,289.1,71.43,30.5,31.94,0.174,-0.034,69.653,Travelers Championship,6852
Adam Svensson,289.1,71.43,28.5,43.06,0.403,0.567,68.653,Travelers Championship,6852
Conrad Shindler,288.9,69.64,31,26.39,0.265,-0.224,69.403,Travelers Championship,6852
Chesson Hadley,288.1,64.29,28,38.89,-0.48,1.588,67.153,Travelers Championship,6852
Kevin Streelman,287.6,67.86,27.75,41.67,0.254,0.124,68.653,Travelers Championship,6852
Joel Dahmen,287.5,71.43,30.5,31.94,-0.112,-0.914,71.653,Travelers Championship,6852
Austin Cook,286.6,75,29.5,33.33,-0.084,-0.12,70.403,Travelers Championship,6852
Martin Laird,286.5,75,29.25,36.11,0.235,-0.58,68.153,Travelers Championship,6852
J.T. Poston,286.5,69.64,28.25,43.06,0.087,1.327,66.403,Travelers Championship,6852
Seamus Power,286.4,67.86,28.5,40.28,0.323,-0.074,68.653,Travelers Championship,6852
Nate Lashley,286,62.5,29.25,38.89,0.23,0.417,68.653,Travelers Championship,6852
Tyler Duncan,285.6,69.64,29,40.28,0.358,-0.368,69.653,Travelers Championship,6852
Matt Wallace,285.4,67.86,30,34.72,-0.457,0.597,69.653,Travelers Championship,6852
Hayden Buckley,283.8,76.79,29.5,33.33,0.719,0.699,69.403,Travelers Championship,6852
Sam Ryder,283.8,66.07,29.25,38.89,0.063,-0.196,68.903,Travelers Championship,6852
Mark Hubbard,282.4,58.93,29.5,36.11,-1.193,0.809,69.653,Travelers Championship,6852
Matthew NeSmith,282.3,67.86,31.5,26.39,0.401,-0.786,68.403,Travelers Championship,6852
Tommy Fleetwood,282,60.71,29,38.89,-0.955,0.422,69.653,Travelers Championship,6852
Andrew Putnam,282,71.43,29.75,37.5,-0.044,-0.586,69.653,Travelers Championship,6852
Ryan Armour,281.9,85.71,28.25,45.83,0.944,1.05,68.653,Travelers Championship,6852
Morgan Hoffmann,281.5,58.93,31.5,27.78,-0.32,-1.527,71.153,Travelers Championship,6852
Kevin Kisner,281.5,66.07,27.75,45.83,-0.215,1.917,67.653,Travelers Championship,6852
Adam Long,279.6,78.57,27,50,0.223,2.278,68.653,Travelers Championship,6852
William McGirt,278.8,66.07,29,36.11,-0.457,1.368,67.903,Travelers Championship,6852
